date,sentiment_mean,sentiment_std,tweet_count,positive_ratio,negative_ratio,neutral_ratio,weighted_sentiment_mean
2026-05-22,0.3649,0.4714,119,0.6807,0.1261,0.1933,0.3916
2026-05-23,0.2527,0.5232,120,0.6167,0.2250,0.1583,0.2396
2026-05-24,0.2208,0.5322,120,0.5417,0.2250,0.2333,0.2520
2026-05-25,0.3129,0.5189,120,0.5917,0.1583,0.2500,0.3279
2026-05-26,0.2026,0.5559,120,0.5667,0.2833,0.1500,0.1743
2026-05-27,0.2314,0.4987,120,0.5917,0.1917,0.2167,0.2480
2026-05-28,0.2535,0.5260,120,0.6167,0.2000,0.1833,0.2114
2026-05-29,0.2150,0.5211,120,0.5333,0.2500,0.2167,0.1348
2026-05-30,0.3182,0.5477,120,0.6083,0.2083,0.1833,0.2510
2026-05-31,0.1895,0.5032,120,0.5167,0.2250,0.2583,0.1760
2026-06-01,0.3221,0.5113,80,0.5875,0.2125,0.2000,0.2590
2026-06-02,0.1741,0.4523,120,0.4833,0.2500,0.2667,0.1794
2026-06-03,0.1050,0.5065,120,0.4583,0.3000,0.2417,0.0821
2026-06-04,0.1160,0.5375,120,0.5000,0.3250,0.1750,0.1253
2026-06-05,0.1784,0.5623,120,0.5167,0.3167,0.1667,0.1700
2026-06-06,0.0877,0.5417,120,0.4417,0.2833,0.2750,0.1108
2026-06-07,0.2080,0.5652,120,0.5750,0.2833,0.1417,0.1659
2026-06-08,0.2417,0.5026,120,0.5417,0.2167,0.2417,0.1878
