bucket,sentiment_mean,tweet_count,weighted_sentiment_mean
2025-08-24 20:00:00,0.2216,20,0.2851
2025-08-25 00:00:00,0.1996,20,0.1025
2025-08-25 04:00:00,0.3295,20,0.4175
2025-08-25 08:00:00,0.3676,20,0.4189
2025-08-25 12:00:00,0.1529,20,0.2125
2025-08-25 16:00:00,0.4924,20,0.4507
2025-08-25 20:00:00,0.2601,20,0.2045
2025-08-26 00:00:00,0.1512,20,0.2126
2025-08-26 04:00:00,0.3572,20,0.4377
2025-08-26 08:00:00,0.2527,20,0.2811
2025-08-26 12:00:00,0.1401,20,0.2072
2025-08-26 16:00:00,0.3698,20,0.3768
2025-08-26 20:00:00,0.5495,20,0.5785
2025-08-27 00:00:00,0.3298,20,0.4067
2025-08-27 04:00:00,0.4093,20,0.4492
2025-08-27 08:00:00,0.3171,20,0.3238
2025-08-27 12:00:00,0.2469,20,0.3165
2025-08-27 16:00:00,-0.0145,20,0.0155
2025-08-27 20:00:00,0.3244,20,0.3118
2025-08-28 00:00:00,0.4285,20,0.4091
2025-08-28 04:00:00,0.5160,20,0.4998
2025-08-28 08:00:00,0.1503,20,0.0635
2025-08-28 12:00:00,0.3145,20,0.3262
2025-08-28 16:00:00,0.4360,20,0.5007
2025-08-28 20:00:00,0.1295,20,0.1572
2025-08-29 00:00:00,0.3365,20,0.3690
2025-08-29 04:00:00,0.1158,20,0.0764
2025-08-29 08:00:00,0.1419,20,0.1044
2025-08-29 12:00:00,0.2662,20,0.2732
2025-08-29 16:00:00,0.1961,20,0.1974
2025-08-29 20:00:00,0.3580,20,0.3435
2025-08-30 00:00:00,0.3724,20,0.2743
2025-08-30 04:00:00,0.4537,20,0.5042
2025-08-30 08:00:00,0.3021,20,0.3475
2025-08-30 12:00:00,0.1836,20,0.1767
2025-08-30 16:00:00,0.4703,20,0.4518
2025-08-30 20:00:00,0.2767,20,0.2565
2025-08-31 00:00:00,0.4074,20,0.4504
2025-08-31 04:00:00,0.4985,20,0.5441
2025-08-31 08:00:00,0.3573,20,0.3062
2025-08-31 12:00:00,0.2593,20,0.2511
2025-08-31 16:00:00,0.3137,20,0.3355
2025-08-31 20:00:00,0.3045,20,0.2875
2025-09-01 00:00:00,0.0768,20,0.0566
2025-09-01 04:00:00,0.3271,20,0.3489
2025-09-01 08:00:00,0.3610,20,0.4170
2025-09-01 12:00:00,0.2619,20,0.3683
2025-09-01 16:00:00,0.3717,20,0.3230
2025-09-01 20:00:00,0.2422,19,0.2537
2025-09-02 00:00:00,0.1662,20,0.1995
2025-09-02 04:00:00,0.3095,20,0.3853
2025-09-02 08:00:00,0.0799,20,0.0724
2025-09-02 12:00:00,0.3051,20,0.2601
