timestamp,open,high,low,close,volume
2018-01-01,39.77619165543201,40.994066679999236,39.5658076880992,40.90757751464844,404673600
2018-01-08,40.75563235644428,41.45924133390934,40.44005822104005,41.39612579345703,440790000
2018-01-15,41.58546241828217,42.09973182859196,40.92393175901934,41.71636962890625,510284800
2018-01-22,41.445209141176875,41.94545009289349,39.75280340692622,40.09175109863281,766299200
2018-01-29,39.77618014653187,39.77618014653187,37.42458008451683,37.51808166503906,1051968400
2018-02-05,37.19082773000302,38.30818853660657,35.1197356888568,36.56201934814453,1270616000
2018-02-12,37.20163231130798,41.03211125006785,36.96926751419212,40.47114944458008,901347600
2018-02-19,40.38196054993043,41.226916584183606,40.137859513675345,41.19171142578125,544825600
2018-02-26,41.39122345208901,42.39343532215332,40.475849792751795,41.35836410522461,808513600
2018-03-05,41.12365036075496,42.2479126835741,40.9030217992723,42.24321746826172,559410800
2018-03-12,42.31597842421655,43.06940113154349,41.689301464223135,41.78318786621094,621670000
2018-03-19,41.61889173515788,41.65409689803216,38.713172912597656,38.713172912597656,690682800
2018-03-26,39.44782120781451,41.10956948106646,38.77185338045756,39.37975311279297,634123200
2018-04-02,39.11217492193687,40.89362754742745,38.60285334083427,39.520572662353516,657635200
2018-04-09,39.87264195058168,41.27151526401716,39.86560091837377,41.010986328125,511486000
2018-04-16,41.081399337920345,41.99911871731879,38.82817596401007,38.896244049072266,676952800
2018-04-23,39.15677595152984,39.17789904929741,37.70157072022894,38.09823226928711,648833600
2018-04-30,38.05364803830794,43.245447726508516,37.98557992775348,43.14686965942383,1011222800
2018-05-07,43.463719627714326,44.68186856335761,43.10930780958982,44.26408386230469,593067600
2018-05-14,44.53371404523445,44.656235193560484,43.612459558518125,43.897552490234375,396995200
2018-05-21,44.29574604416828,44.68451046232307,43.76796564808989,44.432403564453125,377579600
2018-05-28,44.20150679971475,44.828241829945235,43.85750629549824,44.82353210449219,368519600
2018-06-04,45.15338225219725,45.756557730677855,44.71278214467778,45.167518615722656,467079200
2018-06-11,45.08506917158677,45.445560933263145,44.35701386908553,44.49367141723633,560749200
2018-06-18,44.26746162403886,44.583185676212075,43.22368261008739,43.570037841796875,502417600
2018-06-25,43.211906620273076,44.12609644722002,42.582813297522556,43.614810943603516,486482000
2018-07-02,43.31088482699621,44.39706988118077,43.216636378712586,44.28868865966797,263102000
2018-07-09,44.64917561627507,45.200515497182295,44.203862082433034,45.080352783203125,340328800
2018-07-16,45.125130972580315,45.39137433433992,44.578500688394534,45.10628128051758,351736000
2018-07-23,44.927205035369546,46.17125937977086,44.66331657196871,44.99789047241211,377988800
2018-07-30,45.21464070814457,49.182410890959616,44.54785159848526,49.005699157714844,896758400
2018-08-06,49.008063269749776,49.427458908191404,48.18812167939548,48.89732360839844,486568400
2018-08-13,49.48967299298095,51.53253166882398,49.10900123981974,51.44504928588867,557495600
2018-08-20,51.56800826631076,51.82336248422704,50.5607629079404,51.109310150146484,451300800
2018-08-27,51.343378153513136,54.11447864417697,51.14949759223481,53.821292877197266,650762400
