tweet_id,created_at,engagement_weight,sentiment_score,sentiment_label
1931742409131528676,2025-06-08T15:57:35+00:00,0.7266,0.0,null
1931742440811086143,2025-06-08T15:57:42+00:00,0.5831,0.0,null
1931742453263909292,2025-06-08T15:57:45+00:00,2.3604,0.0,null
1931742515696140378,2025-06-08T15:58:00+00:00,2.2271,0.0,null
1931742515125977285,2025-06-08T15:58:00+00:00,0.9556,0.0,null
1931742522444861777,2025-06-08T15:58:02+00:00,2.153,0.0,null
1931742555558772764,2025-06-08T15:58:09+00:00,1.0368,0.0,null
1931742650811523417,2025-06-08T15:58:32+00:00,0.5912,0.0,null
1931742656163467475,2025-06-08T15:58:33+00:00,0.5289,0.0,null
1931742704901226804,2025-06-08T15:58:45+00:00,1.1098,0.0,null
1931742717689913835,2025-06-08T15:58:48+00:00,0.5194,0.0,null
1931742811252298005,2025-06-08T15:59:10+00:00,0.9495,0.0,null
1931742818776817856,2025-06-08T15:59:12+00:00,1.1588,0.0,null
1931742837437034645,2025-06-08T15:59:17+00:00,0.7478,0.0,null
1931742873759711725,2025-06-08T15:59:25+00:00,0.5954,0.0,null
1931742884308582607,2025-06-08T15:59:28+00:00,1.7742,0.0,null
1931742942697513302,2025-06-08T15:59:42+00:00,0.8456,0.0,null
1931742974444204082,2025-06-08T15:59:49+00:00,0.5716,0.0,null
1931802388282642912,2025-06-08T19:55:55+00:00,0.7902,0.0,null
1931802511939440786,2025-06-08T19:56:24+00:00,0.981,0.0,null
1931802527902900530,2025-06-08T19:56:28+00:00,1.2648,0.0,null
1931802545317384678,2025-06-08T19:56:32+00:00,1.9955,0.0,null
1931802554545140210,2025-06-08T19:56:34+00:00,1.9132,0.0,null
1931802563801940230,2025-06-08T19:56:37+00:00,1.2027,0.0,null
1931802586937725139,2025-06-08T19:56:42+00:00,0.9036,0.0,null
1931802598509842635,2025-06-08T19:56:45+00:00,0.5731,0.0,null
1931802663257313346,2025-06-08T19:57:00+00:00,0.6086,0.0,null
1931802676196499596,2025-06-08T19:57:03+00:00,0.7021,0.0,null
1931802730009665561,2025-06-08T19:57:16+00:00,0.7576,0.0,null
1931802849056374982,2025-06-08T19:57:45+00:00,1.4228,0.0,null
1931802865506632172,2025-06-08T19:57:48+00:00,1.2936,0.0,null
1931802913241702592,2025-06-08T19:58:00+00:00,2.2398,0.0,null
1931803015788278167,2025-06-08T19:58:24+00:00,1.7557,0.0,null
1931803104661381136,2025-06-08T19:58:45+00:00,0.5761,0.0,null
1931803169891197338,2025-06-08T19:59:01+00:00,1.1819,0.0,null
1931803297456738800,2025-06-08T19:59:31+00:00,0.572,0.0,null
1931803329283477610,2025-06-08T19:59:39+00:00,0.4518,0.0,null
1931803330537247140,2025-06-08T19:59:39+00:00,0.5566,0.0,null
1931861499963719691,2025-06-08T23:50:48+00:00,0.6679,0.0,null
1931861652472844560,2025-06-08T23:51:24+00:00,0.4917,0.0,null
1931861667421237623,2025-06-08T23:51:28+00:00,1.383,0.0,null
1931861692658614656,2025-06-08T23:51:34+00:00,1.2629,0.0,null
1931861866654859473,2025-06-08T23:52:15+00:00,1.7846,0.0,null
1931862200253374707,2025-06-08T23:53:35+00:00,0.9954,0.0,null
1931862209287598554,2025-06-08T23:53:37+00:00,0.8754,0.0,null
1931862253395226882,2025-06-08T23:53:48+00:00,1.0323,0.0,null
1931862352254681388,2025-06-08T23:54:11+00:00,1.0569,0.0,null
1931862380436439094,2025-06-08T23:54:18+00:00,0.4682,0.0,null
1931862466960498727,2025-06-08T23:54:39+00:00,0.8757,0.0,null
1931862849225212336,2025-06-08T23:56:10+00:00,2.2379,0.0,null
1931862939411362185,2025-06-08T23:56:31+00:00,0.6758,0.0,null
1931862968142069941,2025-06-08T23:56:38+00:00,0.9522,0.0,null
1931862977197523301,2025-06-08T23:56:40+00:00,0.8339,0.0,null
1931863005593051611,2025-06-08T23:56:47+00:00,1.093,0.0,null
1931863100065816698,2025-06-08T23:57:09+00:00,0.8904,0.0,null
1931863255930323406,2025-06-08T23:57:47+00:00,1.4004,0.0,null
1931863343272464552,2025-06-08T23:58:07+00:00,0.6691,0.0,null
1931863550974194068,2025-06-08T23:58:57+00:00,0.4743,0.0,null
1931921622367433061,2025-06-09T03:49:42+00:00,1.4109,0.0,null
1931921643884179908,2025-06-09T03:49:47+00:00,0.6349,0.0,null
1931921697843847215,2025-06-09T03:50:00+00:00,1.0429,0.0,null
1931921715543826682,2025-06-09T03:50:05+00:00,0.8135,0.0,null
1931922124484034831,2025-06-09T03:51:42+00:00,0.8182,0.0,null
1931922516530049319,2025-06-09T03:53:15+00:00,0.4712,0.0,null
1931922547332833765,2025-06-09T03:53:23+00:00,1.2859,0.0,null
1931922702467797299,2025-06-09T03:54:00+00:00,1.5654,0.0,null
1931922965840757191,2025-06-09T03:55:03+00:00,1.6235,0.0,null
1931923037387190375,2025-06-09T03:55:20+00:00,0.9949,0.0,null
1931923143947411836,2025-06-09T03:55:45+00:00,0.6625,0.0,null
1931923256430510187,2025-06-09T03:56:12+00:00,1.0357,0.0,null
1931923319294468580,2025-06-09T03:56:27+00:00,1.014,0.0,null
1931923459598069886,2025-06-09T03:57:00+00:00,0.4556,0.0,null
1931923561612189944,2025-06-09T03:57:25+00:00,0.7895,0.0,null
1931923591723200567,2025-06-09T03:57:32+00:00,0.6359,0.0,null
1931923648476037241,2025-06-09T03:57:45+00:00,0.7567,0.0,null
1931923936754667878,2025-06-09T03:58:54+00:00,0.8106,0.0,null
1931924085405045007,2025-06-09T03:59:30+00:00,0.6745,0.0,null
1931924121329508575,2025-06-09T03:59:38+00:00,0.6837,0.0,null
1931984277853626759,2025-06-09T07:58:41+00:00,0.767,0.0,null
1931984327283204586,2025-06-09T07:58:52+00:00,0.3576,0.0,null
1931984342047219840,2025-06-09T07:58:56+00:00,0.9866,0.0,null
1931984349739811146,2025-06-09T07:58:58+00:00,0.25,0.0,null
1931984349685268792,2025-06-09T07:58:58+00:00,0.25,0.0,null
1931984349718880688,2025-06-09T07:58:58+00:00,0.25,0.0,null
1931984349731402089,2025-06-09T07:58:58+00:00,0.25,0.0,null
1931984354705822105,2025-06-09T07:58:59+00:00,0.25,0.0,null
1931984363580780669,2025-06-09T07:59:01+00:00,0.4409,0.0,null
1931984400042123691,2025-06-09T07:59:10+00:00,0.325,0.0,null
1931984412679266783,2025-06-09T07:59:13+00:00,0.2853,0.0,null
1931984427719983594,2025-06-09T07:59:16+00:00,0.5638,0.0,null
1931984436075094241,2025-06-09T07:59:18+00:00,0.9622,0.0,null
1931984442353967484,2025-06-09T07:59:20+00:00,0.472,0.0,null
1931984445923623237,2025-06-09T07:59:21+00:00,0.4342,0.0,null
1931984446653428085,2025-06-09T07:59:21+00:00,0.3732,0.0,null
1931984449966670028,2025-06-09T07:59:22+00:00,0.4429,0.0,null
1931984474927145307,2025-06-09T07:59:28+00:00,0.6836,0.0,null
1931984529482567748,2025-06-09T07:59:41+00:00,0.4055,0.0,null
1931984565595205988,2025-06-09T07:59:49+00:00,0.3952,0.0,null
1932044637000159278,2025-06-09T11:58:31+00:00,2.4247,0.0,null
1932044635842416988,2025-06-09T11:58:31+00:00,0.9038,0.0,null
1932044637763485763,2025-06-09T11:58:31+00:00,1.5409,0.0,null
1932044672521908410,2025-06-09T11:58:40+00:00,0.8826,0.0,null
1932044695422505289,2025-06-09T11:58:45+00:00,1.8751,0.0,null
1932044698262310986,2025-06-09T11:58:46+00:00,0.5394,0.0,null
1932044716415025634,2025-06-09T11:58:50+00:00,0.9198,0.0,null
1932044757514981649,2025-06-09T11:59:00+00:00,0.6285,0.0,null
1932044767015436294,2025-06-09T11:59:02+00:00,1.7754,0.0,null
1932044797147050078,2025-06-09T11:59:09+00:00,1.6148,0.0,null
1932044818097774984,2025-06-09T11:59:14+00:00,1.4803,0.0,null
1932044823361691955,2025-06-09T11:59:16+00:00,0.5273,0.0,null
1932044846740500611,2025-06-09T11:59:21+00:00,0.6413,0.0,null
1932044867133411615,2025-06-09T11:59:26+00:00,0.6702,0.0,null
1932044890126331980,2025-06-09T11:59:32+00:00,0.5318,0.0,null
1932044905721012574,2025-06-09T11:59:35+00:00,0.5892,0.0,null
1932044908560253012,2025-06-09T11:59:36+00:00,1.1899,0.0,null
1932044914239439262,2025-06-09T11:59:37+00:00,1.7652,0.0,null
1932044948137824397,2025-06-09T11:59:45+00:00,0.5502,0.0,null
1932044973374902554,2025-06-09T11:59:51+00:00,1.4682,0.0,null
1932104903947928020,2025-06-09T15:58:00+00:00,1.2126,0.0,null
1932104903952077015,2025-06-09T15:58:00+00:00,1.6033,0.0,null
1932104904635470211,2025-06-09T15:58:00+00:00,1.5796,0.0,null
1932104957765005630,2025-06-09T15:58:13+00:00,0.8276,0.0,null
1932104984931250447,2025-06-09T15:58:19+00:00,0.7563,0.0,null
1932105023556645370,2025-06-09T15:58:29+00:00,0.9327,0.0,null
1932105032574587118,2025-06-09T15:58:31+00:00,0.3679,0.0,null
1932105103923920995,2025-06-09T15:58:48+00:00,1.6831,0.0,null
1932105110353768780,2025-06-09T15:58:49+00:00,0.8208,0.0,null
1932105138350727209,2025-06-09T15:58:56+00:00,1.161,0.0,null
1932105153399996649,2025-06-09T15:59:00+00:00,1.3262,0.0,null
1932105180398448739,2025-06-09T15:59:06+00:00,1.0479,0.0,null
1932105205883269449,2025-06-09T15:59:12+00:00,0.4384,0.0,null
1932105246454825216,2025-06-09T15:59:22+00:00,2.0912,0.0,null
1932105296274653249,2025-06-09T15:59:34+00:00,0.7865,0.0,null
1932105318605205676,2025-06-09T15:59:39+00:00,0.9163,0.0,null
1932105324363997267,2025-06-09T15:59:40+00:00,0.6807,0.0,null
1932105341203882063,2025-06-09T15:59:44+00:00,0.4279,0.0,null
1932105368064360487,2025-06-09T15:59:51+00:00,1.0945,0.0,null
1932105377237356743,2025-06-09T15:59:53+00:00,1.0371,0.0,null
1932165050325750101,2025-06-09T19:57:00+00:00,2.2752,0.0,null
1932165096731500831,2025-06-09T19:57:11+00:00,0.6793,0.0,null
1932165163161149662,2025-06-09T19:57:27+00:00,1.6825,0.0,null
1932165190222749921,2025-06-09T19:57:33+00:00,1.1927,0.0,null
1932165198154248638,2025-06-09T19:57:35+00:00,0.8448,0.0,null
1932165290844107031,2025-06-09T19:57:57+00:00,0.6755,0.0,null
1932165338109456472,2025-06-09T19:58:09+00:00,0.7809,0.0,null
1932165379767542014,2025-06-09T19:58:19+00:00,2.3437,0.0,null
1932165388051345794,2025-06-09T19:58:21+00:00,1.0014,0.0,null
1932165393168338990,2025-06-09T19:58:22+00:00,0.6697,0.0,null
1932165402190127562,2025-06-09T19:58:24+00:00,0.994,0.0,null
1932165466740441338,2025-06-09T19:58:39+00:00,0.4563,0.0,null
1932165596374004194,2025-06-09T19:59:10+00:00,2.0126,0.0,null
1932165659447730516,2025-06-09T19:59:25+00:00,0.7055,0.0,null
1932165699671314637,2025-06-09T19:59:35+00:00,0.7198,0.0,null
1932165706008932841,2025-06-09T19:59:36+00:00,0.3566,0.0,null
1932165751278080043,2025-06-09T19:59:47+00:00,1.8033,0.0,null
1932165771976986804,2025-06-09T19:59:52+00:00,1.4386,0.0,null
1932165785520329094,2025-06-09T19:59:55+00:00,2.0212,0.0,null
1932165791266259321,2025-06-09T19:59:57+00:00,0.5511,0.0,null
1932225309409210400,2025-06-09T23:56:27+00:00,1.2291,0.0,null
1932225320490619358,2025-06-09T23:56:30+00:00,1.4411,0.0,null
1932225386974417024,2025-06-09T23:56:45+00:00,1.1438,0.0,null
1932225506558243203,2025-06-09T23:57:14+00:00,0.8951,0.0,null
1932225512581022136,2025-06-09T23:57:15+00:00,0.7258,0.0,null
1932225533665755239,2025-06-09T23:57:20+00:00,0.6015,0.0,null
1932225556013351286,2025-06-09T23:57:26+00:00,1.2454,0.0,null
1932225712519283041,2025-06-09T23:58:03+00:00,0.6549,0.0,null
1932225725274476943,2025-06-09T23:58:06+00:00,0.6196,0.0,null
1932225730664149215,2025-06-09T23:58:07+00:00,1.603,0.0,null
1932225757201281085,2025-06-09T23:58:14+00:00,1.1129,0.0,null
1932225865737290109,2025-06-09T23:58:40+00:00,0.6976,0.0,null
1932225889334628813,2025-06-09T23:58:45+00:00,1.5843,0.0,null
1932225896326545555,2025-06-09T23:58:47+00:00,0.7335,0.0,null
1932225974818525556,2025-06-09T23:59:06+00:00,0.6668,0.0,null
1932225987187814445,2025-06-09T23:59:09+00:00,1.3749,0.0,null
1932226015939743794,2025-06-09T23:59:15+00:00,0.8577,0.0,null
1932226021878632930,2025-06-09T23:59:17+00:00,0.982,0.0,null
1932226095895511045,2025-06-09T23:59:34+00:00,1.0166,0.0,null
1932226188736389309,2025-06-09T23:59:57+00:00,1.4631,0.0,null
1932285674838806893,2025-06-10T03:56:19+00:00,0.6408,0.0,null
1932285690605105566,2025-06-10T03:56:23+00:00,0.7184,0.0,null
1932285716853096784,2025-06-10T03:56:29+00:00,0.692,0.0,null
1932285806879580594,2025-06-10T03:56:51+00:00,0.867,0.0,null
1932285828400624103,2025-06-10T03:56:56+00:00,1.9577,0.0,null
1932285856972484841,2025-06-10T03:57:03+00:00,0.5146,0.0,null
1932285884680057154,2025-06-10T03:57:09+00:00,0.7011,0.0,null
1932286018352472210,2025-06-10T03:57:41+00:00,0.7138,0.0,null
1932286044768240044,2025-06-10T03:57:47+00:00,0.5859,0.0,null
1932286044483055820,2025-06-10T03:57:47+00:00,0.909,0.0,null
1932286041303486852,2025-06-10T03:57:47+00:00,1.2833,0.0,null
1932286061914550749,2025-06-10T03:57:51+00:00,0.7702,0.0,null
1932286095120847173,2025-06-10T03:57:59+00:00,0.641,0.0,null
1932286134568022521,2025-06-10T03:58:09+00:00,1.3935,0.0,null
1932286151056040085,2025-06-10T03:58:13+00:00,1.6326,0.0,null
1932286262993465482,2025-06-10T03:58:39+00:00,0.7948,0.0,null
1932286374524207435,2025-06-10T03:59:06+00:00,0.7087,0.0,null
1932286480027914399,2025-06-10T03:59:31+00:00,1.0464,0.0,null
1932286495131402428,2025-06-10T03:59:35+00:00,1.4289,0.0,null
1932286544909582620,2025-06-10T03:59:47+00:00,0.8773,0.0,null
1932346155460960347,2025-06-10T07:56:39+00:00,0.7573,0.0,null
1932346243730067608,2025-06-10T07:57:00+00:00,1.2164,0.0,null
1932346280652509598,2025-06-10T07:57:09+00:00,1.0915,0.0,null
1932346348470456704,2025-06-10T07:57:25+00:00,0.8559,0.0,null
1932346372369641724,2025-06-10T07:57:31+00:00,0.7486,0.0,null
1932346389276528861,2025-06-10T07:57:35+00:00,0.795,0.0,null
1932346471770136761,2025-06-10T07:57:54+00:00,0.9787,0.0,null
1932346478778896719,2025-06-10T07:57:56+00:00,0.6993,0.0,null
1932346495463784528,2025-06-10T07:58:00+00:00,0.7435,0.0,null
1932346573200966019,2025-06-10T07:58:18+00:00,0.65,0.0,null
1932346593610440768,2025-06-10T07:58:23+00:00,1.0749,0.0,null
1932346644462264457,2025-06-10T07:58:35+00:00,0.8173,0.0,null
1932346706798260331,2025-06-10T07:58:50+00:00,0.9068,0.0,null
1932346710824759488,2025-06-10T07:58:51+00:00,1.1627,0.0,null
1932346721452884034,2025-06-10T07:58:54+00:00,1.9997,0.0,null
1932346801023025570,2025-06-10T07:59:13+00:00,1.1232,0.0,null
1932346900520308746,2025-06-10T07:59:37+00:00,0.5286,0.0,null
1932346910175789471,2025-06-10T07:59:39+00:00,1.8868,0.0,null
1932346925098946596,2025-06-10T07:59:42+00:00,0.7852,0.0,null
1932346948574400686,2025-06-10T07:59:48+00:00,0.834,0.0,null
1932406837405426038,2025-06-10T11:57:47+00:00,0.5657,0.0,null
1932406873401020562,2025-06-10T11:57:55+00:00,0.7661,0.0,null
1932406878455091704,2025-06-10T11:57:56+00:00,0.7031,0.0,null
1932406930082758929,2025-06-10T11:58:09+00:00,1.5846,0.0,null
1932407009313222968,2025-06-10T11:58:28+00:00,1.0329,0.0,null
1932407017936757060,2025-06-10T11:58:30+00:00,1.3104,0.0,null
1932407096022044843,2025-06-10T11:58:48+00:00,0.5649,0.0,null
1932407176795996553,2025-06-10T11:59:07+00:00,2.2259,0.0,null
1932407177966190791,2025-06-10T11:59:08+00:00,0.7176,0.0,null
1932407185801441743,2025-06-10T11:59:10+00:00,1.8814,0.0,null
1932407195494142415,2025-06-10T11:59:12+00:00,0.4103,0.0,null
1932407203547476283,2025-06-10T11:59:14+00:00,0.967,0.0,null
1932407210275209471,2025-06-10T11:59:15+00:00,0.5639,0.0,null
1932407236078219673,2025-06-10T11:59:22+00:00,1.0421,0.0,null
1932407242428715015,2025-06-10T11:59:23+00:00,1.1742,0.0,null
1932407244869816455,2025-06-10T11:59:24+00:00,0.5791,0.0,null
1932407248560767448,2025-06-10T11:59:25+00:00,0.6661,0.0,null
1932407262942826840,2025-06-10T11:59:28+00:00,0.7609,0.0,null
1932407262288728355,2025-06-10T11:59:28+00:00,0.455,0.0,null
1932407276582957279,2025-06-10T11:59:31+00:00,1.3638,0.0,null
1932467290878189665,2025-06-10T15:58:00+00:00,0.7863,0.0,null
1932467308238184934,2025-06-10T15:58:04+00:00,0.9331,0.0,null
1932467386688643176,2025-06-10T15:58:23+00:00,1.3956,0.0,null
1932467391801299071,2025-06-10T15:58:24+00:00,1.9136,0.0,null
1932467412290429321,2025-06-10T15:58:29+00:00,0.9,0.0,null
1932467417789415760,2025-06-10T15:58:30+00:00,0.7085,0.0,null
1932467433823928809,2025-06-10T15:58:34+00:00,1.0862,0.0,null
1932467447132745797,2025-06-10T15:58:37+00:00,0.7756,0.0,null
1932467491067797512,2025-06-10T15:58:48+00:00,0.5722,0.0,null
1932467497367675156,2025-06-10T15:58:49+00:00,1.168,0.0,null
1932467542603506109,2025-06-10T15:59:00+00:00,0.9658,0.0,null
1932467541592449048,2025-06-10T15:59:00+00:00,1.0753,0.0,null
1932467552778616992,2025-06-10T15:59:02+00:00,0.4802,0.0,null
1932467582772162884,2025-06-10T15:59:09+00:00,0.6614,0.0,null
1932467591827620030,2025-06-10T15:59:12+00:00,0.9976,0.0,null
1932467595958997421,2025-06-10T15:59:13+00:00,0.48,0.0,null
1932467737088901179,2025-06-10T15:59:46+00:00,0.8279,0.0,null
1932467762707743211,2025-06-10T15:59:52+00:00,0.9666,0.0,null
1932467767229202832,2025-06-10T15:59:53+00:00,1.1866,0.0,null
1932467787789992209,2025-06-10T15:59:58+00:00,0.483,0.0,null
1932527453085241739,2025-06-10T19:57:04+00:00,1.0243,0.0,null
1932527464380571835,2025-06-10T19:57:06+00:00,0.6582,0.0,null
1932527596769874411,2025-06-10T19:57:38+00:00,0.8905,0.0,null
1932527606022168583,2025-06-10T19:57:40+00:00,1.8664,0.0,null
1932527637697868059,2025-06-10T19:57:48+00:00,1.4984,0.0,null
1932527661055672322,2025-06-10T19:57:53+00:00,1.0955,0.0,null
1932527671465939168,2025-06-10T19:57:56+00:00,0.7843,0.0,null
1932527779813470545,2025-06-10T19:58:21+00:00,1.5319,0.0,null
1932527896200978655,2025-06-10T19:58:49+00:00,1.9149,0.0,null
1932527963485999376,2025-06-10T19:59:05+00:00,1.0656,0.0,null
1932527983694393779,2025-06-10T19:59:10+00:00,0.7665,0.0,null
1932527993253212390,2025-06-10T19:59:12+00:00,1.7025,0.0,null
1932528012895060462,2025-06-10T19:59:17+00:00,1.2056,0.0,null
1932528043995918762,2025-06-10T19:59:24+00:00,0.9157,0.0,null
1932528055718744386,2025-06-10T19:59:27+00:00,1.275,0.0,null
1932528066321867005,2025-06-10T19:59:30+00:00,0.5905,0.0,null
1932528076002373899,2025-06-10T19:59:32+00:00,1.0254,0.0,null
1932528118742348079,2025-06-10T19:59:42+00:00,1.2983,0.0,null
1932528120860401821,2025-06-10T19:59:43+00:00,1.712,0.0,null
1932528136392224852,2025-06-10T19:59:47+00:00,0.7713,0.0,null
1932586972830216396,2025-06-10T23:53:34+00:00,0.6631,0.0,null
1932587275147202939,2025-06-10T23:54:46+00:00,0.6051,0.0,null
1932587282000982361,2025-06-10T23:54:48+00:00,0.6037,0.0,null
1932587413345292750,2025-06-10T23:55:19+00:00,1.3587,0.0,null
1932587549148528741,2025-06-10T23:55:52+00:00,2.4134,0.0,null
1932587588638179716,2025-06-10T23:56:01+00:00,1.8172,0.0,null
1932587639141773344,2025-06-10T23:56:13+00:00,0.7633,0.0,null
1932587721169494103,2025-06-10T23:56:33+00:00,0.8151,0.0,null
1932587775460847786,2025-06-10T23:56:46+00:00,0.9143,0.0,null
1932587800630894853,2025-06-10T23:56:52+00:00,1.4184,0.0,null
1932587971674247645,2025-06-10T23:57:32+00:00,0.5559,0.0,null
1932587982864982061,2025-06-10T23:57:35+00:00,0.9594,0.0,null
1932588164209648037,2025-06-10T23:58:18+00:00,1.1577,0.0,null
1932588169071091716,2025-06-10T23:58:19+00:00,0.9209,0.0,null
1932588291729047676,2025-06-10T23:58:49+00:00,1.2094,0.0,null
1932588307432812721,2025-06-10T23:58:52+00:00,1.0422,0.0,null
1932588398302408718,2025-06-10T23:59:14+00:00,0.8518,0.0,null
1932588413120827742,2025-06-10T23:59:18+00:00,0.8393,0.0,null
1932588480330412235,2025-06-10T23:59:34+00:00,1.4779,0.0,null
1932588553864950040,2025-06-10T23:59:51+00:00,1.4154,0.0,null
1932647840146477356,2025-06-11T03:55:26+00:00,0.9421,0.0,null
1932647854918738192,2025-06-11T03:55:30+00:00,0.805,0.0,null
1932647868466413919,2025-06-11T03:55:33+00:00,0.7207,0.0,null
1932647871809266042,2025-06-11T03:55:34+00:00,1.2575,0.0,null
1932647896027181371,2025-06-11T03:55:39+00:00,0.9265,0.0,null
1932647948162097608,2025-06-11T03:55:52+00:00,0.7742,0.0,null
1932647963571913207,2025-06-11T03:55:56+00:00,0.9651,0.0,null
1932648001865957653,2025-06-11T03:56:05+00:00,1.0597,0.0,null
1932648021537534232,2025-06-11T03:56:09+00:00,0.7032,0.0,null
1932648075333689826,2025-06-11T03:56:22+00:00,1.4702,0.0,null
1932648079691325887,2025-06-11T03:56:23+00:00,1.0366,0.0,null
1932648126801760468,2025-06-11T03:56:34+00:00,1.0526,0.0,null
1932648220922163670,2025-06-11T03:56:57+00:00,0.6828,0.0,null
1932648342187880590,2025-06-11T03:57:26+00:00,0.7162,0.0,null
1932648488959160520,2025-06-11T03:58:01+00:00,1.4874,0.0,null
1932648590096101688,2025-06-11T03:58:25+00:00,1.5981,0.0,null
1932648652205666561,2025-06-11T03:58:40+00:00,0.5616,0.0,null
1932648690281275810,2025-06-11T03:58:49+00:00,1.3119,0.0,null
1932648724918063152,2025-06-11T03:58:57+00:00,0.9352,0.0,null
1932648862482903524,2025-06-11T03:59:30+00:00,0.9255,0.0,null
1932708874303209779,2025-06-11T07:57:58+00:00,0.7011,0.0,null
1932708882700255269,2025-06-11T07:58:00+00:00,1.5031,0.0,null
1932709001612947872,2025-06-11T07:58:28+00:00,1.0046,0.0,null
1932709022479638899,2025-06-11T07:58:33+00:00,0.4017,0.0,null
1932709040267706526,2025-06-11T07:58:37+00:00,0.7777,0.0,null
1932709057921507375,2025-06-11T07:58:42+00:00,0.42,0.0,null
1932709073478430763,2025-06-11T07:58:45+00:00,0.3547,0.0,null
1932709079681806388,2025-06-11T07:58:47+00:00,0.7712,0.0,null
